ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc03g119090.2.1,1.650865947,3.284595332,0.039595101,"WD repeat-containing protein 1 (AHRD V1 ***- B5X1Z0_SALSA); contains Interpro domain(s)  IPR017986  WD40 repeat, region ",AT3G18060,NA,"transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT2G01330.1); similar to Os01g0125800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001041893.1); similar to hypothetical protein MtrDRAFT_AC139526g3v1 [Medicago truncatula] (GB:ABE80134.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain Nitrous oxide reductase, N-terminal; (InterPro:IPR011045)",76.15,608,0,971,99.3442623
Solyc03g119150.2.1,-2.70110732,3.912740597,0.001415477,"Peptidyl-prolyl cis-trans isomerase (AHRD V1 *-*- B4VX45_9CYAN); contains Interpro domain(s)  IPR001179  Peptidyl-prolyl cis-trans isomerase, FKBP-type ",AT1G18170,NA,"immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein; similar to immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein [Arabidopsis thaliana] (TAIR:AT1G73655.1); similar to hypothetical protein MtrDRAFT_AC139526g24v1 [Medicago truncatula] (GB:ABE80155.1); similar to Os03g0708500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051037.1); contains InterPro domain Peptidylprolyl isomerase, FKBP-type; (InterPro:IPR001179)",70.35,199,9.00E-68,253,75.4789272
Solyc03g119540.2.1,-6.153431841,2.964494435,1.49E-05,CONSTANS-like zinc finger protein (AHRD V1 **-- D0EP06_SOYBN); contains Interpro domain(s)  IPR010402  CCT domain ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g119700.2.1,-1.996724513,3.995894198,0.011824739,"ATP-dependent Clp protease adaptor protein ClpS containing protein (AHRD V1 ***- B4FRY9_MAIZE); contains Interpro domain(s)  IPR003769  Adaptor protein ClpS, core ",AT1G68660,NA,similar to Os08g0432500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061868.1); contains InterPro domain ATP-dependent Clp protease adaptor protein ClpS; (InterPro:IPR003769),74.21,159,2.00E-61,231,97.5
Solyc03g119740.2.1,-2.440013885,4.412210218,0.000685684,"MYB transcription factor (AHRD V1 **** Q9FNN6_ARATH); contains Interpro domain(s)  IPR006447  Myb-like DNA-binding region, SHAQKYF class ",AT1G49010,NA,"myb family transcription factor; similar to myb family transcription factor [Arabidopsis thaliana] (TAIR:AT5G08520.1); similar to MYB transcription factor MYB109 [Glycine max] (GB:ABH02851.1); contains InterPro domain Homeodomain-related; (InterPro:IPR012287); contains InterPro domain Homeodomain-like; (InterPro:IPR009057); contains InterPro domain Myb-like DNA-binding region, SHAQKYF class; (InterPro:IPR006447); contains InterPro domain Myb, DNA-binding; (InterPro:IPR001005)",55.05,287,8.00E-63,237,86.66666667
Solyc03g120080.2.1,1.715559669,4.17081061,0.018134847,"Periodic tryptophan protein 2 (AHRD V1 **-- D0MSR7_PHYIN); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ",AT1G15440,ATPWP2,"transducin family protein / WD-40 repeat family protein; similar to transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana] (TAIR:AT3G49660.1); similar to PREDICTED: PWP2 periodic tryptophan protein homolog isoform 4 [Pan troglodytes] (GB:XP_001148790.1); similar to 'unknown protein, WD domain, G-beta repeat, PF00400' [Oryza sativa (japonica cultivar-group)] (GB:AAT69655.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAU44262.1); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046); contains InterPro domain Nitrous oxide reductase, N-terminal; (InterPro:IPR011045); contains InterPro domain Periodic tryptophan protein-associated region; (InterPro:IPR007190)",76.62,556,0,920,83.2083958
Solyc03g120550.2.1,-1.593470934,4.27134071,0.028547475,"Peptide transporter 1 (AHRD V1 **-* Q7XAC3_VICFA); contains Interpro domain(s)  IPR000109  TGF-beta receptor, type I/II extracellular region ",AT1G52190,NA,"proton-dependent oligopeptide transport (POT) family protein; similar to proton-dependent oligopeptide transport (POT) family protein [Arabidopsis thaliana] (TAIR:AT3G16180.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32296.1); similar to TGF-beta receptor, type I/II extracellular re (GB:ABD32298.1); contains InterPro domain TGF-beta receptor, type I/II extracellular region; (InterPro:IPR000109)",54.85,598,1.00E-178,623,91.57566303
Solyc03g120710.2.1,-1.720090394,6.232598486,0.009536125,Harpin-induced protein (AHRD V1 **-- B6TDG9_MAIZE); contains Interpro domain(s)  IPR010847  Harpin-induced 1 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g120840.1.1,1.515503026,3.45180549,0.037533312,"Ethylene-responsive transcription factor 4 (AHRD V1 *-*- ERF78_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g120950.2.1,-2.422326389,2.849918489,0.006315856,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g121010.2.1,-1.764246389,3.548995389,0.029978194,Unknown Protein (AHRD V1),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g121090.2.1,-2.290876388,3.542511374,0.014404666,Cold induced protein-like (AHRD V1 **-- Q94JH8_ORYSJ),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g121260.2.1,-1.616349222,6.357807531,0.014449881,23S rRNA (Uracil-5-)-methyltransferase RumA (AHRD V1 **** D8F5E6_9DELT); contains Interpro domain(s)  IPR001566  23S rRNA methyltransferase/RumA ,AT3G21300,NA,RNA methyltransferase family protein; similar to zinc finger (CCCH-type) family protein [Arabidopsis thaliana] (TAIR:AT2G28450.1); similar to tRNA (uracil-5-)-methyltransferase/TrmA [Chlorobium phaeobacteroides BS1] (GB:ZP_00530948.1); similar to Os01g0193600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042282.1); contains InterPro domain 23S rRNA methyltransferase/RumA; (InterPro:IPR001566); contains InterPro domain Methyltransferase small; (InterPro:IPR007848); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051); contains InterPro domain (Uracil-5)-methyltransferase; (InterPro:IPR010280); contains InterPro domain Deoxyribonuclease/rho motif-related TRAM; (InterPro:IPR002792),74.64,485,0,725,84.9122807
Solyc03g121290.2.1,1.618449525,3.886065721,0.026339621,F-box family protein (AHRD V1 ***- B9I3S8_POPTR); contains Interpro domain(s)  IPR001810  Cyclin-like F-box ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g121300.2.1,-3.219059722,4.10813113,0.000153449,Myrosinase-binding protein 2 (AHRD V1 **-- D7KIN1_ARALY); contains Interpro domain(s)  IPR001229  Mannose-binding lectin ,AT1G73040,NA,jacalin lectin family protein; similar to jacalin lectin family protein [Arabidopsis thaliana] (TAIR:AT1G19715.1); similar to jacalin-domain protein [Plantago major] (GB:CAJ38387.1); contains InterPro domain Jacalin-related lectin; (InterPro:IPR001229),55.68,176,3.00E-58,221,86.63366337
Solyc03g121640.2.1,1.299162574,5.305354009,0.047149793,chaperonin (AHRD V1 ***- D3NRF5_AZOS1); contains Interpro domain(s)  IPR001844  Chaperonin Cpn60 ,AT3G13860,HSP60-3A,"chaperonin, putative; Identical to Chaperonin CPN60-like 2, mitochondrial precursor (HSP60-like 2) [Arabidopsis Thaliana] (GB:Q93ZM7;GB:Q9LRW0); similar to HSP60 (Heat shock protein 60), ATP binding / protein binding / unfolded protein binding [Arabidopsis thaliana] (TAIR:AT3G23990.1); similar to chaperonin, putative [Arabidopsis thaliana] (TAIR:AT2G33210.1); similar to GroEL-like chaperone, ATPase [Medicago truncatula] (GB:ABE86688.1); similar to GroEL-like chaperone, ATPase [Medicago truncatula] (GB:ABE79780.1); similar to Chaperonin CPN60-1, mitochondrial precursor, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:AAP54159.2); contains InterPro domain Chaperonin Cpn60/TCP-1; (InterPro:IPR002423); contains InterPro domain GroEL-like chaperone, ATPase; (InterPro:IPR008950); contains InterPro domain Chaperonin Cpn60; (InterPro:IPR001844); contains InterPro domain chaperonin GroEL; (InterPro:IPR012723)",79.72,572,0,908,99.47735192
Solyc03g121870.2.1,-1.881582799,3.153248598,0.044918851,Methyltransferase-like protein (AHRD V1 ***- B6K6V3_SCHJY); contains Interpro domain(s)  IPR013217  Methyltransferase type 12 ,AT2G26200,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G54650.1); similar to SAM (and some other nucleotide) binding motif [Medicago truncatula] (GB:ABE86246.1); contains InterPro domain Methyltransferase type 12; (InterPro:IPR013217); contains InterPro domain SAM (and some other nucleotide) binding motif; (InterPro:IPR000051); contains InterPro domain Generic methyltransferase; (InterPro:IPR001601),50.21,235,5.00E-68,254,82.52788104
Solyc03g121890.1.1,-2.433741727,3.43332718,0.005461846,Os01g0584100 protein (Fragment) (AHRD V1 *-*- Q0JLP7_ORYSJ),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g121900.1.1,-2.307526622,4.752423357,0.004234794,PVR3-like protein (AHRD V1 ***- B6TYX6_MAIZE); contains Interpro domain(s)  IPR003612  Plant lipid transfer protein/seed storage/trypsin-alpha amylase inhibitor ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g122030.1.1,-1.575303565,6.537576911,0.015070054,Transcription factor (AHRD V1 *--* D7L2D2_ARALY),NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g122300.1.1,-2.916119801,4.236295098,0.000141693,"Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012876  Protein of unknown function DUF1677, plant ",AT1G72510,NA,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G09970.1); similar to 4Fe-4S ferredoxin, iron-sulfur binding [Medicago truncatula] (GB:ABE81755.1); contains InterPro domain Protein of unknown function DUF1677, plant; (InterPro:IPR012876)",60.15,133,9.00E-45,176,79.01234568
Solyc03g123430.2.1,2.21148185,4.956095535,0.001185768,"AP2-like ethylene-responsive transcription factor At1g16060 (AHRD V1 *-*- AP2L1_ARATH); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g123500.2.1,-1.660421998,7.064256193,0.010704963,"Ethylene responsive transcription factor 2a (AHRD V1 ***- C0J9I7_9ROSA); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc03g124040.2.1,-1.440717075,5.298706349,0.028535223,Mitochondrial transcription termination factor (Fragment) (AHRD V1 *--- C6FB10_PSEMZ); contains Interpro domain(s)  IPR003690  Mitochodrial transcription termination factor-related ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g005280.2.1,-1.807400371,4.254309305,0.008955485,BHLH transcription factor (AHRD V1 *-** Q401N4_9LILI); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ,AT1G69010,BIM2,"BIM2 (BES1-INTERACTING MYC-LIKE PROTEIN 2); DNA binding / transcription factor; Identical to Putative transcription factor BIM2 (BES1-interacting Myc-like protein 2) (Transcription factor EN 125) (Basic helix-loop-helix protein 102) (bHLH 102) (AtbHLH102) (BIM2) [Arabidopsis Thaliana] (GB:Q9CAA4;GB:Q8LC47;GB:Q8RXV7); similar to BIM1 (BES1-interacting Myc-like protein 1), DNA binding / transcription factor [Arabidopsis thaliana] (TAIR:AT5G08130.1); similar to Os08g0490000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062109.1); similar to Putative bHLH family protein [Brassica oleracea] (GB:AAV25873.1); similar to Os09g0475400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063459.1); contains InterPro domain Helix-loop-helix DNA-binding; (InterPro:IPR011598); contains InterPro domain Basic helix-loop-helix dimerisation region bHLH; (InterPro:IPR001092)",57.31,253,7.00E-75,277,79.74683544
Solyc04g005450.2.1,-2.203347205,2.527585037,0.01099906,"Purple acid phosphatase (AHRD V1 *-** B0WRM8_CULQU); contains Interpro domain(s)  IPR015914  Purple acid phosphatase, N-terminal ",AT1G13900,NA,"calcineurin-like phosphoesterase family protein; similar to ATPAP9/PAP9 (purple acid phosphatase 9), acid phosphatase/ protein serine/threonine phosphatase [Arabidopsis thaliana] (TAIR:AT2G03450.1); similar to Os07g0111600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058738.1); similar to calcineurin-like phosphoesterase family-like protein [Oryza sativa (japonica cultivar-group)] (GB:BAC15853.1); contains InterPro domain Metallophosphoesterase; (InterPro:IPR004843)",62.92,631,0,793,94.91525424
Solyc04g005540.2.1,-1.405418193,6.081734153,0.033382744,"Cc-nbs-lrr, resistance protein",NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g005560.2.1,-1.784004814,4.947644545,0.008174007,Guanine nucleotide exchange factor-like protein (AHRD V1 **-- Q9LZX8_ARATH); contains Interpro domain(s)  IPR000904  SEC7-like ,AT1G13980,EMB30,"Encodes a GDP/GTP exchange factor for small G-proteins of the ADP ribosylation factor (RAF) class, and as regulator of intracellular trafficking. Homologous to Sec7p and YEC2 from yeast. Involved in the specification of apical-basal pattern formation. Essential for cell division, expansion and adhesion.",79.36,1444,0,2228,99.44598338
Solyc04g006970.2.1,-1.932907325,4.228652172,0.009773543,"Phosphoenolpyruvate carboxylase (AHRD V1 **** A6YM33_RICCO); contains Interpro domain(s)  IPR015813  Pyruvate/Phosphoenolpyruvate kinase, catalytic core ",AT1G68750,ATPPC4,Encodes one of four Arabidopsis phosphoenolpyruvate carboxylase proteins.,75.71,1050,0,1570,99.80970504
Solyc04g007120.2.1,-1.600836349,4.809732443,0.021950786,UV excision repair protein RAD23 (AHRD V1 *--- B6JX15_SCHJY); contains Interpro domain(s)  IPR004806  UV excision repair protein Rad23 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g007350.2.1,2.084943905,2.745251803,0.024755723,Unknown Protein (AHRD V1); contains Interpro domain(s)  IPR012438  Protein of unknown function DUF1639 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g007460.2.1,-1.851097663,5.809723245,0.005639297,Octicosapeptide/Phox/Bem1p domain-containing protein (AHRD V1 *--- D7L8F8_ARALY); contains Interpro domain(s)  IPR000270  Octicosapeptide/Phox/Bem1p ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g007510.2.1,-2.015864032,4.59464297,0.003435045,ATP-dependent RNA helicase A-like protein (AHRD V1 ***- Q9FF84_ARATH); contains Interpro domain(s)  IPR007502  Helicase-associated region ,AT2G01130,NA,"ATP binding / helicase/ nucleic acid binding; similar to ATP binding / helicase/ nucleic acid binding [Arabidopsis thaliana] (TAIR:AT5G04895.1); similar to helicase domain-containing protein [Arabidopsis thaliana] (TAIR:AT2G35920.1); similar to helicase domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G48650.1); similar to putative helicase [Oryza sativa] (GB:AAL58955.1); similar to putative DEAD/H box polypeptide 36 protein [Oryza sativa (japonica cultivar-group)] (GB:BAD52491.1); similar to Helicase associated domain family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF98878.1); contains InterPro domain Helicase-associated region; (InterPro:IPR007502); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain Protein of unknown function DUF1605; (InterPro:IPR011709); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650); contains InterPro domain Double-stranded RNA binding; (InterPro:IPR001159)",68.93,1149,0,1475,98.87445887
Solyc04g007530.2.1,1.602223582,2.977422699,0.038952138,Multidrug resistance protein mdtK (AHRD V1 ***- MDTK_YERE8); contains Interpro domain(s)  IPR015521  MATE family transporter related protein ,AT1G71140,NA,MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G15170.1); similar to Multi antimicrobial extrusion protein MatE [Medicago truncatula] (GB:ABE93671.1); similar to Os01g0684900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043893.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528),60.7,458,1.00E-159,559,94.81327801
Solyc04g007710.2.1,-1.893882664,5.978955603,0.004918157,Mitogen-activated protein kinase (AHRD V1 ***- Q1W2K7_WHEAT); contains Interpro domain(s)  IPR002290  Serine/threonine protein kinase ,AT1G73670,ATMPK15,member of MAP Kinase,68.1,489,0,666,93.37231969
Solyc04g007870.2.1,-3.78449209,5.868838102,4.71E-07,IFA-binding protein (AHRD V1 *--- Q9ZTZ4_ARATH); contains Interpro domain(s)  IPR007656  Protein of unknown function DUF593 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc04g008030.1.1,1.696738843,3.347473825,0.028119255,Cleavage and polyadenylation specificity factor subunit 3 (AHRD V1 **-- B0WXD2_CULQU); contains Interpro domain(s)  IPR001279  Beta-lactamase-like ,AT2G01730,ATCPSF73-II,a homolog of cleavage and polyadenylation specificity factor that plays an essential role in the development of female gametophyte and embryo,64.17,642,0,858,98.61538462
Solyc04g008340.2.1,-1.733039766,4.457607293,0.015503054,Zinc transporter (AHRD V1 *-*- B0WKX7_CULQU); contains Interpro domain(s)  IPR003689  Zinc/iron permease ,AT1G68100,IAR1,member of IAA-alanine resistance protein 1,60.56,393,8.00E-93,337,76.93877551
Solyc04g008720.2.1,2.070168063,5.213305528,0.002337398,"WD-repeat protein (AHRD V1 *--- B0C2Q9_ACAM1); contains Interpro domain(s)  IPR020472  G-protein beta WD-40 repeat, region ",AT5G23430,NA,transducin family protein / WD-40 repeat family protein; Identical to Katanin p80 WD40-containing subunit B1 homolog 1 [Arabidopsis Thaliana] (GB:Q8H0T9;GB:Q9FHL5); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G08390.1); similar to H0801D08.1 [Oryza sativa (indica cultivar-group)] (GB:CAJ86243.1); similar to H0402C08.11 [Oryza sativa (indica cultivar-group)] (GB:CAJ86235.1); similar to OSJNBa0064G10.18 [Oryza sativa (japonica cultivar-group)] (GB:CAE05767.2); contains InterPro domain WD-40 repeat; (InterPro:IPR001680); contains InterPro domain WD40-like; (InterPro:IPR011046),54.18,849,0,812,99.50678175
Solyc04g009030.2.1,-1.582724426,6.635813086,0.015810246,Glyceraldehyde-3-phosphate dehydrogenase (AHRD V1 **** D7UNZ5_BRARC); contains Interpro domain(s)  IPR000173  Glyceraldehyde 3-phosphate dehydrogenase ,AT3G26650,GAPA,"Encodes one of the two subunits forming the photosynthetic glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and as such a constituent of the supramolecular complex with phosphoribulokinase (PRK) thought to be linked by a small peptide encoded by CP12-2. GapA-1 is coordinately expressed by light with PRK and CP12-2. The enzyme activity, tested in leaf protein extracts dropped significantly after external sucrose treatment for the photosynthetic GAPDH (NADPH-dependent) but not for the cytosolic GAPDH (NADH-dependent).",87.08,387,2.00E-170,595,95.75
